wn（波数）,n（反射率）,k（消光系数）,alpha(吸收系数)
705.716302,3.469727899,0.000153029,1.357105882
706.2146893,3.469729988,0.000153412,1.361463245
706.7137809,3.469732071,0.000153834,1.366173118
707.2135785,3.469734146,0.000154295,1.371236251
707.7140835,3.469736213,0.000154796,1.376662286
708.2152975,3.469738271,0.000155338,1.382460895
708.7172218,3.469740321,0.000155921,1.388632868
709.2198582,3.469742361,0.000156546,1.395187913
709.7232079,3.469744391,0.000157215,1.402144684
710.2272727,3.469746411,0.000157928,1.409504035
710.732054,3.469748419,0.000158687,1.417284688
711.2375533,3.469750415,0.000159492,1.425487542
711.7437722,3.469752398,0.000160344,1.434122442
712.2507123,3.469754366,0.000161244,1.443199262
712.7583749,3.46975632,0.000162194,1.452736861
713.2667618,3.469758258,0.000163195,1.462745187
713.7758744,3.469760178,0.000164247,1.473225249
714.2857143,3.46976208,0.000165353,1.484204985
714.7962831,3.469763962,0.000166512,1.495676484
715.3075823,3.469765823,0.000167727,1.507667769
715.8196135,3.46976766,0.000168998,1.520179955
716.3323782,3.469769473,0.000170326,1.533223164
716.8458781,3.469771259,0.000171714,1.546825561
717.3601148,3.469773017,0.000173162,1.560988351
717.8750897,3.469774744,0.000174671,1.575721762
718.3908046,3.469776438,0.000176242,1.59103605
718.907261,3.469778096,0.000177877,1.606950537
719.4244604,3.469779717,0.000179577,1.623475558
719.9424046,3.469781297,0.000181343,1.640621479
720.4610951,3.469782833,0.000183175,1.658389643
720.9805335,3.469784322,0.000185075,1.676799515
721.5007215,3.469785761,0.000187043,1.695852485
722.0216606,3.469787146,0.000189081,1.715568091
722.5433526,3.469788473,0.000191189,1.73594777
723.065799,3.469789739,0.000193367,1.756992963
723.5890014,3.469790939,0.000195616,1.778714207
724.1129616,3.469792069,0.000197936,1.801112971
724.6376812,3.469793124,0.000200326,1.824181621
725.1631617,3.469794099,0.000202787,1.847930727
725.6894049,3.46979499,0.000205318,1.872352653
726.2164125,3.469795789,0.000207917,1.897430611
726.744186,3.469796494,0.000210585,1.923175165
727.2727273,3.469797096,0.000213319,1.949560351
727.8020378,3.469797591,0.000216117,1.976569276
728.3321194,3.469797972,0.000218977,2.004184999
728.8629738,3.469798232,0.000221896,2.032381368
729.3946025,3.469798366,0.00022487,2.061122992
729.9270073,3.469798368,0.000227896,2.090383546
730.4601899,3.469798229,0.000230969,2.120118271
730.994152,3.469797944,0.000234084,2.150282277
731.5288954,3.469797506,0.000237234,2.180812158
732.0644217,3.469796909,0.000240414,2.211662721
732.6007326,3.469796146,0.000243616,2.242761021
733.1378299,3.469795212,0.000246831,2.274024687
733.6757153,3.4697941,0.000250051,2.305380326
734.2143906,3.469792805,0.000253266,2.336735877
734.7538575,3.469791324,0.000256465,2.367989774
735.2941176,3.46978965,0.000259638,2.399049393
735.8351729,3.469787782,0.000262772,2.429794097
736.377025,3.469785717,0.000265855,2.460112148
736.9196758,3.469783452,0.000268873,2.489872956
737.4631268,3.469780988,0.000271811,2.51893628
738.0073801,3.469778324,0.000274656,2.547180014
738.5524372,3.469775464,0.000277392,2.574453846
739.0983001,3.46977241,0.000280005,2.600625596
739.6449704,3.469769167,0.000282478,2.625534811
740.19245,3.469765741,0.000284798,2.649057767
740.7407407,3.46976214,0.000286947,2.671023831
741.2898443,3.469758373,0.000288913,2.691317758
741.8397626,3.469754451,0.000290679,2.709777348
742.3904974,3.469750386,0.000292234,2.726295895
742.9420505,3.469746193,0.000293565,2.740747704
743.4944238,3.469741887,0.00029466,2.753016048
744.047619,3.469737483,0.00029551,2.763011904
744.6016381,3.469733,0.000296105,2.770636626
745.1564829,3.469728457,0.00029644,2.775838094
745.7121551,3.469723871,0.000296509,2.778554662
746.2686567,3.469719264,0.000296309,2.778752633
746.8259895,3.469714656,0.000295839,2.776416979
747.3841555,3.469710065,0.0002951,2.77155141
747.9431563,3.469705513,0.000294094,2.764169049
748.502994,3.469701019,0.000292826,2.754311274
749.0636704,3.469696602,0.000291302,2.742028999
749.6251874,3.46969228,0.00028953,2.727392134
750.1875469,3.469688069,0.000287521,2.710499076
750.7507508,3.469683987,0.000285285,2.691439088
751.3148009,3.469680046,0.000282835,2.670330022
751.8796992,3.46967626,0.000280185,2.647299533
752.4454477,3.469672641,0.000277348,2.622466205
753.0120482,3.469669198,0.000274341,2.595986831
753.5795026,3.46966594,0.000271178,2.567990267
754.147813,3.469662874,0.000267875,2.538624709
754.7169811,3.469660003,0.000264449,2.508048287
755.2870091,3.469657332,0.000260916,2.476410117
755.8578987,3.469654863,0.00025729,2.443840769
756.429652,3.469652597,0.000253587,2.410490219
757.002271,3.469650532,0.000249822,2.376499384
757.5757576,3.469648668,0.000246009,2.342000089
758.1501137,3.469647001,0.000242162,2.307124558
758.7253414,3.469645528,0.000238293,2.271986348
759.3014427,3.469644245,0.000234414,2.23669936
759.8784195,3.469643145,0.000230537,2.201377842
760.4562738,3.469642224,0.000226671,2.166107722
761.0350076,3.469641474,0.000222825,2.130975187
761.614623,3.469640891,0.00021901,2.096085829
762.195122,3.469640465,0.000215231,2.061488096
762.7765065,3.469640192,0.000211496,2.027259336
763.3587786,3.469640062,0.000207812,1.993467544
763.9419404,3.46964007,0.000204183,1.96015212
764.5259939,3.469640207,0.000200614,1.927362195
765.1109411,3.469640467,0.00019711,1.895147047
765.6967841,3.469640843,0.000193672,1.863517619
766.2835249,3.469641327,0.000190306,1.832533034
766.8711656,3.469641913,0.000187012,1.802194775
767.4597084,3.469642595,0.000183793,1.772533263
768.0491551,3.469643365,0.000180649,1.743550057
768.6395081,3.469644219,0.000177583,1.715275698
769.2307692,3.46964515,0.000174594,1.687702157
769.8229407,3.469646152,0.000171683,1.660840724
770.4160247,3.469647221,0.000168851,1.634702728
771.0100231,3.469648351,0.000166095,1.609260775
771.6049383,3.469649537,0.000163418,1.584545565
772.2007722,3.469650776,0.000160817,1.560529671
772.797527,3.469652061,0.000158291,1.537205003
773.3952049,3.469653391,0.000155841,1.514582883
773.993808,3.46965476,0.000153465,1.492645489
774.5933385,3.469656165,0.000151161,1.471374946
775.1937984,3.469657603,0.000148929,1.450772804
775.7951901,3.469659071,0.000146766,1.430811373
776.3975155,3.469660565,0.000144673,1.4115019
777.000777,3.469662084,0.000142647,1.392816613
777.6049767,3.469663624,0.000140687,1.374747198
778.2101167,3.469665182,0.000138791,1.357275532
778.8161994,3.469666758,0.000136959,1.340403013
779.4232268,3.469668348,0.000135188,1.324101658
780.0312012,3.469669951,0.000133476,1.3083532
780.6401249,3.469671565,0.000131824,1.293168742
781.25,3.469673188,0.000130228,1.278510338
781.8608288,3.46967482,0.000128689,1.264389045
782.4726135,3.469676457,0.000127203,1.250766794
783.0853563,3.469678099,0.00012577,1.237644757
783.6990596,3.469679746,0.000124389,1.225014262
784.3137255,3.469681395,0.000123058,1.212856753
784.9293564,3.469683045,0.000121776,1.20116348
785.5459544,3.469684696,0.000120542,1.189925666
786.163522,3.469686348,0.000119353,1.179114747
786.7820614,3.469687998,0.000118211,1.168751506
787.4015748,3.469689646,0.000117112,1.15879742
788.0220646,3.469691292,0.000116056,1.149253457
788.6435331,3.469692935,0.000115042,1.140110676
789.2659826,3.469694575,0.000114069,1.13136011
789.8894155,3.46969621,0.000113135,1.122982836
790.513834,3.46969784,0.000112241,1.114989672
791.1392405,3.469699466,0.000111384,1.107351706
791.7656374,3.469701086,0.000110564,1.10006978
792.3930269,3.469702701,0.000109781,1.093144742
793.0214116,3.469704309,0.000109033,1.08655751
793.6507937,3.469705911,0.000108319,1.080298914
794.2811755,3.469707506,0.000107639,1.074369738
794.9125596,3.469709094,0.000106991,1.068750789
795.5449483,3.469710675,0.000106377,1.063462802
796.1783439,3.469712249,0.000105793,1.058466546
796.812749,3.469713815,0.000105241,1.053782745
797.4481659,3.469715374,0.000104719,1.049392105
798.084597,3.469716924,0.000104227,1.045295328
798.7220447,3.469718467,0.000103763,1.041473043
799.3605116,3.469720001,0.000103329,1.037946
800,3.469721528,0.000102923,1.0346948
800.6405124,3.469723046,0.000102544,1.031710044
801.2820513,3.469724555,0.000102193,1.029002443
801.9246191,3.469726056,0.000101868,1.026552509
802.5682183,3.469727549,0.00010157,1.024370948
803.2128514,3.469729032,0.000101297,1.022438218
803.8585209,3.469730507,0.000101051,1.020775124
804.5052293,3.469731974,0.000100829,1.019351988
805.1529791,3.469733431,0.000100633,1.018189623
805.8017728,3.46973488,0.000100461,1.01726841
806.4516129,3.469736319,0.000100314,1.016599065
807.102502,3.46973775,0.00010019,1.016161913
807.7544426,3.469739172,0.000100091,1.015977819
808.4074373,3.469740584,0.000100015,1.016027078
809.0614887,3.469741987,1.00E-04,1.016316357
809.7165992,3.469743381,9.99E-05,1.016843187
810.3727715,3.469744766,9.99E-05,1.01760509
811.0300081,3.469746141,9.99E-05,1.018602638
811.6883117,3.469747507,1.00E-04,1.019834365
812.3476848,3.469748864,0.000100046,1.021295738
813.0081301,3.46975021,0.000100131,1.022994467
813.6696501,3.469751547,0.000100238,1.024920908
814.3322476,3.469752875,0.000100368,1.02708585
814.995925,3.469754192,0.00010052,1.029479635
815.6606852,3.4697555,0.000100694,1.032102823
816.3265306,3.469756797,0.000100891,1.034966233
816.9934641,3.469758084,0.000101109,1.038049922
817.6614881,3.469759361,0.00010135,1.041374979
818.3306056,3.469760627,0.000101613,1.044931714
819.000819,3.469761882,0.000101898,1.048720696
819.6721311,3.469763127,0.000102205,1.052742497
820.3445447,3.469764361,0.000102534,1.056997688
821.0180624,3.469765583,0.000102885,1.061486845
821.6926869,3.469766794,0.000103259,1.066220871
822.3684211,3.469767994,0.000103655,1.071190035
823.0452675,3.469769181,0.000104074,1.07640526
823.723229,3.469770356,0.000104514,1.081846453
824.4023083,3.46977152,0.000104978,1.087545251
825.0825083,3.46977267,0.000105463,1.093471188
825.7638315,3.469773807,0.000105972,1.099655955
826.446281,3.469774932,0.000106503,1.106079425
827.1298594,3.469776042,0.000107057,1.112752583
827.8145695,3.469777139,0.000107634,1.11967605
828.5004143,3.469778221,0.000108234,1.126850448
829.1873964,3.469779289,0.000108858,1.13428682
829.8755187,3.469780341,0.000109504,1.141964963
830.5647841,3.469781378,0.000110174,1.149906352
831.2551953,3.4697824,0.000110867,1.158101199
831.9467554,3.469783404,0.000111584,1.166560591
832.6394671,3.469784392,0.000112324,1.175274724
833.3333333,3.469785362,0.000113089,1.184265181
834.028357,3.469786314,0.000113877,1.19351169
834.7245409,3.469787247,0.000114689,1.203025383
835.4218881,3.469788162,0.000115525,1.212806929
836.1204013,3.469789056,0.000116385,1.222857
836.8200837,3.46978993,0.000117269,1.233176271
837.520938,3.469790783,0.000118178,1.243775941
838.2229673,3.469791614,0.00011911,1.25463565
838.9261745,3.469792422,0.000120068,1.265787679
839.6305626,3.469793207,0.000121049,1.27720111
840.3361345,3.469793967,0.000122054,1.288887163
841.0428932,3.469794703,0.000123084,1.300857094
841.7508418,3.469795412,0.000124138,1.313101043
842.4599832,3.469796095,0.000125216,1.325619702
843.1703204,3.46979675,0.000126318,1.338413765
843.8818565,3.469797376,0.000127444,1.351483931
844.5945946,3.469797973,0.000128593,1.364820285
845.3085376,3.469798539,0.000129766,1.378434125
846.0236887,3.469799073,0.000130963,1.392326154
846.7400508,3.469799574,0.000132182,1.4064758
847.4576271,3.469800041,0.000133423,1.420883716
848.1764207,3.469800473,0.000134687,1.435561218
848.8964346,3.469800869,0.000135973,1.450498326
849.617672,3.469801227,0.000137279,1.465674348
850.3401361,3.469801546,0.000138607,1.481111264
851.0638298,3.469801826,0.000139955,1.496788352
851.7887564,3.469802064,0.000141322,1.512695521
852.514919,3.46980226,0.000142708,1.528833359
853.2423208,3.469802411,0.000144112,1.545191735
853.970965,3.469802518,0.000145532,1.561749751
854.7008547,3.469802578,0.000146969,1.57851866
855.4319932,3.469802591,0.000148421,1.595477504
856.1643836,3.469802554,0.000149887,1.61261601
856.8980291,3.469802467,0.000151365,1.629913106
857.6329331,3.469802328,0.000152855,1.647369199
858.3690987,3.469802136,0.000154355,1.664963126
859.1065292,3.469801889,0.000155863,1.682673649
859.8452279,3.469801587,0.000157377,1.70047946
860.5851979,3.469801228,0.000158897,1.718380804
861.3264427,3.469800811,0.00016042,1.736345457
862.0689655,3.469800335,0.000161945,1.75436275
862.8127696,3.469799799,0.000163468,1.772389449
863.5578584,3.469799201,0.000164989,1.790425579
864.3042351,3.469798541,0.000166505,1.80843858
865.0519031,3.469797818,0.000168013,1.826395781
865.8008658,3.469797032,0.000169511,1.844275277
866.5511265,3.46979618,0.000170996,1.862044198
867.3026886,3.469795264,0.000172467,1.879691357
868.0555556,3.469794282,0.000173919,1.897161896
868.8097307,3.469793235,0.000175351,1.914444436
869.5652174,3.469792121,0.000176758,1.931483851
870.3220191,3.469790942,0.000178139,1.948268569
871.0801394,3.469789697,0.00017949,1.964754139
871.8395815,3.469788386,0.000180808,1.980906911
872.600349,3.469787011,0.00018209,1.996693118
873.3624454,3.469785571,0.000183333,2.012078874
874.1258741,3.469784068,0.000184532,2.027008207
874.8906387,3.469782503,0.000185686,2.041468924
875.6567426,3.469780877,0.00018679,2.055404774
876.4241893,3.469779191,0.000187842,2.068792352
877.1929825,3.469777448,0.000188838,2.081586121
877.9631255,3.469775649,0.000189776,2.093762452
878.7346221,3.469773796,0.000190651,2.105264505
879.5074758,3.469771893,0.000191461,2.116068396
880.2816901,3.46976994,0.000192204,2.126150158
881.0572687,3.469767942,0.000192876,2.135463595
881.8342152,3.469765901,0.000193474,2.14397343
882.6125331,3.469763821,0.000193997,2.151666444
883.3922261,3.469761704,0.000194442,2.158507169
884.173298,3.469759555,0.000194807,2.164471123
884.9557522,3.469757377,0.000195089,2.169522617
885.7395926,3.469755174,0.000195287,2.173648094
886.5248227,3.46975295,0.000195401,2.176845093
887.3114463,3.469750709,0.000195428,2.17907769
888.0994671,3.469748455,0.000195367,2.180332156
888.8888889,3.469746192,0.000195218,2.180605883
889.6797153,3.469743926,0.000194981,2.179896254
890.4719501,3.469741659,0.000194655,2.17818945
891.2655971,3.469739397,0.00019424,2.175482806
892.0606601,3.469737144,0.000193737,2.171784857
892.8571429,3.469734904,0.000193147,2.167104166
893.6550492,3.469732681,0.00019247,2.1614381
894.4543828,3.46973048,0.000191708,2.154806494
895.2551477,3.469728304,0.000190861,2.147206754
896.0573477,3.469726158,0.000189933,2.13868132
896.8609865,3.469724045,0.000188924,2.1292277
897.6660682,3.46972197,0.000187838,2.118888517
898.4725966,3.469719934,0.000186675,2.107661383
899.2805755,3.469717942,0.00018544,2.095600407
900.090009,3.469715998,0.000184134,2.082714648
900.9009009,3.469714102,0.000182761,2.06904716
901.7132552,3.46971226,0.000181323,2.054618492
902.5270758,3.469710472,0.000179823,2.039460607
903.3423668,3.469708741,0.000178266,2.023628288
904.159132,3.469707069,0.000176654,2.007142429
904.9773756,3.469705458,0.000174991,1.990046744
905.7971014,3.469703909,0.00017328,1.972373726
906.6183137,3.469702424,0.000171524,1.954155982
907.4410163,3.469701003,0.000169727,1.935437642
908.2652134,3.469699649,0.000167893,1.916262996
909.0909091,3.46969836,0.000166025,1.896665072
909.9181074,3.469697138,0.000164126,1.876677018
910.7468124,3.469695983,0.0001622,1.856343546
911.5770283,3.469694895,0.00016025,1.835698079
912.4087591,3.469693873,0.000158279,1.814774158
913.2420091,3.469692919,0.00015629,1.79360545
914.0767824,3.46969203,0.000154287,1.772237229
914.9130833,3.469691206,0.000152272,1.750691942
915.7509158,3.469690448,0.000150248,1.729003626
916.5902841,3.469689753,0.000148218,1.707206442
917.4311927,3.469689121,0.000146185,1.685334677
918.2736455,3.469688551,0.00014415,1.663399665
919.1176471,3.469688041,0.000142117,1.641447431
919.9632015,3.46968759,0.000140088,1.619501049
920.8103131,3.469687198,0.000138064,1.597572107
921.6589862,3.469686862,0.000136048,1.575695397
922.5092251,3.469686581,0.000134041,1.553882658
923.3610342,3.469686354,0.000132046,1.532168876
924.2144177,3.469686179,0.000130064,1.510565941
925.0693802,3.469686054,0.000128096,1.489085783
925.9259259,3.469685978,0.000126144,1.467752016
926.7840593,3.46968595,0.000124209,1.446576693
927.6437848,3.469685967,0.000122293,1.425583568
928.5051068,3.469686029,0.000120396,1.40477315
929.3680297,3.469686133,0.000118519,1.384157626
930.2325581,3.469686278,0.000116663,1.363749231
931.0986965,3.469686462,0.00011483,1.343571943
931.9664492,3.469686685,0.000113019,1.323614698
932.8358209,3.469686944,0.000111232,1.303901556
933.7068161,3.469687237,0.000109468,1.284421467
934.5794393,3.469687564,0.000107729,1.265198574
935.453695,3.469687923,0.000106015,1.246233597
936.329588,3.469688312,0.000104326,1.227527263
937.2071228,3.469688731,0.000102662,1.209080297
938.0863039,3.469689177,0.000101023,1.19089343
938.9671362,3.46968965,9.94E-05,1.172988634
939.8496241,3.469690148,9.78E-05,1.155350168
940.7337723,3.46969067,9.63E-05,1.137983514
941.6195857,3.469691215,9.47E-05,1.120891805
942.5070688,3.469691781,9.32E-05,1.104073451
943.3962264,3.469692368,9.17E-05,1.087529225
944.2870633,3.469692975,9.03E-05,1.071258717
945.1795841,3.4696936,8.88E-05,1.055261515
946.0737938,3.469694242,8.74E-05,1.039536017
946.969697,3.469694901,8.61E-05,1.024080615
947.8672986,3.469695575,8.47E-05,1.008894887
948.7666034,3.469696264,8.34E-05,0.99397483
949.6676163,3.469696966,8.21E-05,0.979321201
950.5703422,3.469697682,8.08E-05,0.964928788
951.4747859,3.46969841,7.95E-05,0.950795946
952.3809524,3.469699149,7.83E-05,0.936921021
953.2888465,3.469699899,7.71E-05,0.92329996
954.1984733,3.469700659,7.59E-05,0.909929892
955.1098376,3.469701429,7.47E-05,0.896807937
956.0229446,3.469702207,7.36E-05,0.8839312
956.937799,3.469702994,7.25E-05,0.871295577
957.8544061,3.469703788,7.14E-05,0.858896945
958.7727709,3.469704589,7.03E-05,0.846734782
959.6928983,3.469705397,6.92E-05,0.834802531
960.6147935,3.469706211,6.82E-05,0.823098442
961.5384615,3.469707031,6.72E-05,0.811619548
962.4639076,3.469707855,6.62E-05,0.800360451
963.3911368,3.469708685,6.52E-05,0.789318154
964.3201543,3.469709519,6.42E-05,0.778488439
965.2509653,3.469710357,6.33E-05,0.767869494
966.1835749,3.469711199,6.24E-05,0.757457074
967.1179884,3.469712044,6.15E-05,0.747246917
968.054211,3.469712892,6.06E-05,0.737237177
968.9922481,3.469713743,5.97E-05,0.727422349
969.9321048,3.469714596,5.89E-05,0.717799343
970.8737864,3.469715452,5.81E-05,0.708366277
971.8172983,3.46971631,5.72E-05,0.699118821
972.7626459,3.46971717,5.65E-05,0.690052626
973.7098345,3.469718031,5.57E-05,0.681166999
974.6588694,3.469718893,5.49E-05,0.672456344
975.6097561,3.469719757,5.42E-05,0.663917494
976.5625,3.469720622,5.34E-05,0.655549726
977.5171065,3.469721488,5.27E-05,0.647347399
978.4735812,3.469722354,5.20E-05,0.639308541
979.4319295,3.469723222,5.13E-05,0.631431169
980.3921569,3.469724089,5.06E-05,0.623710831
981.3542689,3.469724958,5.00E-05,0.616145523
982.3182711,3.469725826,4.93E-05,0.608731998
983.2841691,3.469726695,4.87E-05,0.601468233
984.2519685,3.469727564,4.81E-05,0.594350959
985.2216749,3.469728433,4.74E-05,0.587378133
986.1932939,3.469729303,4.68E-05,0.580547705
987.1668312,3.469730172,4.63E-05,0.573855133
988.1422925,3.469731041,4.57E-05,0.567300827
989.1196835,3.469731911,4.51E-05,0.560881467
990.0990099,3.46973278,4.46E-05,0.554593722
991.0802775,3.46973365,4.40E-05,0.548437984
992.0634921,3.469734519,4.35E-05,0.542409658
993.0486594,3.469735389,4.30E-05,0.536507877
994.0357853,3.469736258,4.25E-05,0.530730519
995.0248756,3.469737128,4.20E-05,0.525075455
996.0159363,3.469737997,4.15E-05,0.519541798
997.0089731,3.469738867,4.10E-05,0.514127407
998.003992,3.469739737,4.06E-05,0.50883013
999.000999,3.469740607,4.01E-05,0.503650318
1000,3.469741478,3.97E-05,0.498583296
1001.001001,3.469742349,3.92E-05,0.493630662
1002.004008,3.46974322,3.88E-05,0.488790241
1003.009027,3.469744092,3.84E-05,0.484059849
1004.016064,3.469744965,3.80E-05,0.479439819
1005.025126,3.469745839,3.76E-05,0.474926694
1006.036217,3.469746713,3.72E-05,0.470523325
1007.049345,3.469747588,3.68E-05,0.466224982
1008.064516,3.469748465,3.65E-05,0.462033249
1009.081736,3.469749343,3.61E-05,0.457947181
1010.10101,3.469750222,3.58E-05,0.453964559
1011.122346,3.469751103,3.54E-05,0.450086968
1012.145749,3.469751986,3.51E-05,0.446313455
1013.171226,3.469752871,3.48E-05,0.442643062
1014.198783,3.469753757,3.45E-05,0.439076105
1015.228426,3.469754647,3.41E-05,0.435612897
1016.260163,3.469755538,3.38E-05,0.432252478
1017.293998,3.469756433,3.36E-05,0.428996441
1018.329939,3.46975733,3.33E-05,0.425843823
1019.367992,3.469758231,3.30E-05,0.422796223
1020.408163,3.469759135,3.27E-05,0.41985268
1021.45046,3.469760043,3.25E-05,0.41701608
1022.494888,3.469760955,3.22E-05,0.414285465
1023.541453,3.469761871,3.20E-05,0.411663734
1024.590164,3.469762792,3.18E-05,0.409151222
1025.641026,3.469763718,3.16E-05,0.406748264
1026.694045,3.46976465,3.13E-05,0.404459069
1027.749229,3.469765587,3.11E-05,0.402283987
1028.806584,3.46976653,3.10E-05,0.400225956
1029.866117,3.469767479,3.08E-05,0.398286632
1030.927835,3.469768435,3.06E-05,0.396468973
1031.991744,3.469769399,3.04E-05,0.394777247
1033.057851,3.469770371,3.03E-05,0.393214439
1034.126163,3.469771351,3.01E-05,0.39178225
1035.196687,3.469772339,3.00E-05,0.39048759
1036.26943,3.469773337,2.99E-05,0.389333489
1037.344398,3.469774345,2.98E-05,0.388324297
1038.421599,3.469775364,2.97E-05,0.38746699
1039.50104,3.469776394,2.96E-05,0.386768572
1040.582726,3.469777435,2.95E-05,0.386233462
1041.666667,3.46977849,2.95E-05,0.385868717
1042.752868,3.469779558,2.94E-05,0.385685351
1043.841336,3.46978064,2.94E-05,0.385689179
1044.932079,3.469781737,2.94E-05,0.385891294
1046.025105,3.46978285,2.94E-05,0.386302833
1047.120419,3.46978398,2.94E-05,0.38693498
1048.218029,3.469785128,2.94E-05,0.387800286
1049.317943,3.469786295,2.95E-05,0.388912669
1050.420168,3.469787483,2.96E-05,0.390288748
1051.524711,3.469788692,2.97E-05,0.391946534
1052.631579,3.469789924,2.98E-05,0.393904111
1053.74078,3.46979118,2.99E-05,0.396182291
1054.852321,3.469792462,3.01E-05,0.398805947
1055.966209,3.469793771,3.03E-05,0.40180006
1057.082452,3.469795109,3.05E-05,0.405193701
1058.201058,3.469796478,3.08E-05,0.409018721
1059.322034,3.46979788,3.10E-05,0.413312435
1060.445387,3.469799316,3.14E-05,0.418114979
1061.571125,3.46980079,3.17E-05,0.423469327
1062.699256,3.469802302,3.22E-05,0.429427985
1063.829787,3.469803856,3.26E-05,0.436046355
1064.962726,3.469805454,3.31E-05,0.443388105
1066.098081,3.469807099,3.37E-05,0.451525215
1067.235859,3.469808793,3.43E-05,0.460538014
1068.376068,3.46981054,3.50E-05,0.470519262
1069.518717,3.469812341,3.58E-05,0.481572866
1070.663812,3.469814202,3.67E-05,0.493816632
1071.811361,3.469816123,3.77E-05,0.507386382
1072.961373,3.469818109,3.87E-05,0.522436046
1074.113856,3.469820163,3.99E-05,0.539141815
1075.268817,3.469822286,4.13E-05,0.557709013
1076.426265,3.469824481,4.28E-05,0.578366841
1077.586207,3.469826749,4.44E-05,0.601386115
1078.748652,3.469829091,4.63E-05,0.627075419
1079.913607,3.469831505,4.83E-05,0.655793525
1081.081081,3.469833989,5.06E-05,0.687949662
1082.251082,3.469836537,5.32E-05,0.724024192
1083.423619,3.469839138,5.62E-05,0.764562185
1084.598698,3.469841777,5.94E-05,0.810196943
1085.77633,3.469844432,6.32E-05,0.861649112
1086.956522,3.469847069,6.73E-05,0.919735352
1088.139282,3.469849643,7.21E-05,0.985372965
1089.324619,3.46985209,7.74E-05,1.059568119
1090.512541,3.469854322,8.34E-05,1.14339441
1091.703057,3.469856223,9.02E-05,1.237941095
1092.896175,3.469857637,9.79E-05,1.344226659
1094.091904,3.469858363,0.000106413,1.463047189
1095.290252,3.469858148,0.000115862,1.59470401
1096.491228,3.469856681,0.000126189,1.738747439
1097.694841,3.469853604,0.000137264,1.89342504
1098.901099,3.469848532,0.000148825,2.055153863
1100.110011,3.469841103,0.000160444,2.218040339
1101.321586,3.469831054,0.000171504,2.373549252
1102.535832,3.469818326,0.000181223,2.510821687
1103.752759,3.469803164,0.000188736,2.617799568
1104.972376,3.469786168,0.000193243,2.683274075
1106.19469,3.469768265,0.000194194,2.699462009
1107.419712,3.469750559,0.000191437,2.664084356
1108.64745,3.469734123,0.000185263,2.581023731
1109.877913,3.469719795,0.000176327,2.45925674
1111.111111,3.469708063,0.000165478,2.310508639
1112.347052,3.469699065,0.000153582,2.14679448
1113.585746,3.469692654,0.000141384,1.978489595
1114.827202,3.469688517,0.000129449,1.813493902
1116.071429,3.469686263,0.000118151,1.657063819
1117.318436,3.4696855,0.000107702,1.512204672
1118.568233,3.469685876,9.82E-05,1.380266747
1119.820829,3.469687089,8.96E-05,1.261417287
1121.076233,3.469688901,8.20E-05,1.155138204
1122.334456,3.469691123,7.52E-05,1.060518416
1123.595506,3.469693611,6.92E-05,0.976471899
1124.859393,3.46969626,6.38E-05,0.901872402
1126.126126,3.46969899,5.90E-05,0.835631057
1127.395716,3.469701746,5.48E-05,0.776744755
1128.668172,3.469704487,5.11E-05,0.724300888
1129.943503,3.469707185,4.77E-05,0.677494895
1131.221719,3.469709821,4.47E-05,0.635619504
1132.502831,3.469712384,4.20E-05,0.598055322
1133.786848,3.469714865,3.96E-05,0.564268481
1135.07378,3.469717262,3.74E-05,0.533794008
1136.363636,3.469719572,3.55E-05,0.506231931
1137.656428,3.469721796,3.37E-05,0.481233357
1138.952164,3.469723936,3.20E-05,0.458497893
1140.250855,3.469725994,3.06E-05,0.437766765
1141.552511,3.469727972,2.92E-05,0.418813012
1142.857143,3.469729875,2.80E-05,0.401440229
1144.16476,3.469731705,2.68E-05,0.385475556
1145.475372,3.469733467,2.58E-05,0.370771251
1146.788991,3.469735162,2.48E-05,0.357196185
1148.105626,3.469736796,2.39E-05,0.344634501
1149.425287,3.469738371,2.31E-05,0.33298425
1150.747986,3.469739889,2.23E-05,0.322158923
1152.073733,3.469741355,2.16E-05,0.31207885
1153.402537,3.469742771,2.09E-05,0.302672689
1154.734411,3.46974414,2.03E-05,0.293880379
1156.069364,3.469745464,1.97E-05,0.285645939
1157.407407,3.469746745,1.91E-05,0.277920399
1158.748552,3.469747987,1.86E-05,0.270660389
1160.092807,3.46974919,1.81E-05,0.263825253
1161.440186,3.469750358,1.76E-05,0.257381442
1162.790698,3.469751491,1.72E-05,0.251296715
1164.144354,3.469752591,1.68E-05,0.245541603
1165.501166,3.469753661,1.64E-05,0.240090898
1166.861144,3.469754702,1.60E-05,0.234920736
1168.224299,3.469755715,1.57E-05,0.230011548
1169.590643,3.469756701,1.53E-05,0.225343674
1170.960187,3.469757662,1.50E-05,0.220897361
1172.332943,3.469758599,1.47E-05,0.216660129
1173.70892,3.469759513,1.44E-05,0.212616491
1175.088132,3.469760405,1.41E-05,0.208752361
1176.470588,3.469761277,1.39E-05,0.205055069
1177.856302,3.469762128,1.36E-05,0.201514842
1179.245283,3.469762961,1.34E-05,0.198121864
1180.637544,3.469763775,1.31E-05,0.194866269
1182.033097,3.469764572,1.29E-05,0.191738149
1183.431953,3.469765352,1.27E-05,0.188732006
1184.834123,3.469766116,1.25E-05,0.185837852
1186.23962,3.469766864,1.23E-05,0.183051614
