truck_id,truck_type,item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,support_by
T008,车型1,G5_387,G5,oriented,200,120,0,40,40,60,18,0,LWH,
T008,车型1,G5_388,G5,oriented,200,120,60,40,40,60,18,0,LWH,G5_387
T008,车型1,G5_389,G5,oriented,200,120,120,40,40,60,18,0,LWH,G5_388
T008,车型1,G5_390,G5,oriented,200,160,0,40,40,60,18,0,LWH,
T008,车型1,G5_391,G5,oriented,200,160,60,40,40,60,18,0,LWH,G5_390
T008,车型1,G5_392,G5,oriented,200,160,120,40,40,60,18,0,LWH,G5_391
T008,车型1,G5_393,G5,oriented,240,0,0,40,40,60,18,0,LWH,
T008,车型1,G5_394,G5,oriented,240,0,60,40,40,60,18,0,LWH,G5_393
T008,车型1,G5_395,G5,oriented,240,0,120,40,40,60,18,0,LWH,G5_394
T008,车型1,G5_396,G5,oriented,240,40,0,40,40,60,18,0,LWH,
T008,车型1,G5_397,G5,oriented,240,40,60,40,40,60,18,0,LWH,G5_396
T008,车型1,G5_398,G5,oriented,240,40,120,40,40,60,18,0,LWH,G5_397
T008,车型1,G5_399,G5,oriented,240,80,0,40,40,60,18,0,LWH,
T008,车型1,G5_400,G5,oriented,240,80,60,40,40,60,18,0,LWH,G5_399
T008,车型1,G5_401,G5,oriented,240,80,120,40,40,60,18,0,LWH,G5_400
T008,车型1,G5_402,G5,oriented,240,120,0,40,40,60,18,0,LWH,
T008,车型1,G5_403,G5,oriented,240,120,60,40,40,60,18,0,LWH,G5_402
T008,车型1,G5_404,G5,oriented,240,120,120,40,40,60,18,0,LWH,G5_403
T008,车型1,G5_405,G5,oriented,240,160,0,40,40,60,18,0,LWH,
T008,车型1,G5_406,G5,oriented,240,160,60,40,40,60,18,0,LWH,G5_405
T008,车型1,G5_407,G5,oriented,240,160,120,40,40,60,18,0,LWH,G5_406
T008,车型1,G5_408,G5,oriented,280,0,0,40,40,60,18,0,LWH,
T008,车型1,G5_409,G5,oriented,280,0,60,40,40,60,18,0,LWH,G5_408
T008,车型1,G5_410,G5,oriented,280,0,120,40,40,60,18,0,LWH,G5_409
T008,车型1,G5_411,G5,oriented,280,40,0,40,40,60,18,0,LWH,
T008,车型1,G5_412,G5,oriented,280,40,60,40,40,60,18,0,LWH,G5_411
T008,车型1,G5_413,G5,oriented,280,40,120,40,40,60,18,0,LWH,G5_412
T008,车型1,G5_414,G5,oriented,280,80,0,40,40,60,18,0,LWH,
T008,车型1,G5_415,G5,oriented,280,80,60,40,40,60,18,0,LWH,G5_414
T008,车型1,G5_416,G5,oriented,280,80,120,40,40,60,18,0,LWH,G5_415
T008,车型1,G5_417,G5,oriented,280,120,0,40,40,60,18,0,LWH,
T008,车型1,G5_418,G5,oriented,280,120,60,40,40,60,18,0,LWH,G5_417
T008,车型1,G5_419,G5,oriented,280,120,120,40,40,60,18,0,LWH,G5_418
T008,车型1,G5_420,G5,oriented,280,160,0,40,40,60,18,0,LWH,
T008,车型1,G5_421,G5,oriented,280,160,60,40,40,60,18,0,LWH,G5_420
T008,车型1,G5_422,G5,oriented,280,160,120,40,40,60,18,0,LWH,G5_421
T008,车型1,G5_423,G5,oriented,320,0,0,40,40,60,18,0,LWH,
T008,车型1,G5_424,G5,oriented,320,0,60,40,40,60,18,0,LWH,G5_423
T008,车型1,G5_425,G5,oriented,320,0,120,40,40,60,18,0,LWH,G5_424
T008,车型1,G5_426,G5,oriented,320,40,0,40,40,60,18,0,LWH,
T008,车型1,G5_427,G5,oriented,320,40,60,40,40,60,18,0,LWH,G5_426
T008,车型1,G5_428,G5,oriented,320,40,120,40,40,60,18,0,LWH,G5_427
T008,车型1,G5_429,G5,oriented,320,80,0,40,40,60,18,0,LWH,
T008,车型1,G5_430,G5,oriented,320,80,60,40,40,60,18,0,LWH,G5_429
T008,车型1,G5_431,G5,oriented,320,80,120,40,40,60,18,0,LWH,G5_430
T008,车型1,G5_432,G5,oriented,320,120,0,40,40,60,18,0,LWH,
T008,车型1,G5_433,G5,oriented,320,120,60,40,40,60,18,0,LWH,G5_432
T008,车型1,G5_434,G5,oriented,320,120,120,40,40,60,18,0,LWH,G5_433
T008,车型1,G5_435,G5,oriented,320,160,0,40,40,60,18,0,LWH,
T008,车型1,G5_436,G5,oriented,320,160,60,40,40,60,18,0,LWH,G5_435
T008,车型1,G5_437,G5,oriented,320,160,120,40,40,60,18,0,LWH,G5_436
T008,车型1,G5_438,G5,oriented,360,0,0,40,40,60,18,0,LWH,
T008,车型1,G5_439,G5,oriented,360,0,60,40,40,60,18,0,LWH,G5_438
T008,车型1,G5_440,G5,oriented,360,0,120,40,40,60,18,0,LWH,G5_439
T008,车型1,G5_441,G5,oriented,360,40,0,40,40,60,18,0,LWH,
T008,车型1,G5_442,G5,oriented,360,40,60,40,40,60,18,0,LWH,G5_441
T008,车型1,G5_443,G5,oriented,360,40,120,40,40,60,18,0,LWH,G5_442
T008,车型1,G5_444,G5,oriented,360,80,0,40,40,60,18,0,LWH,
T008,车型1,G5_445,G5,oriented,360,80,60,40,40,60,18,0,LWH,G5_444
T008,车型1,G5_446,G5,oriented,360,80,120,40,40,60,18,0,LWH,G5_445
T008,车型1,G5_447,G5,oriented,360,120,0,40,40,60,18,0,LWH,
T008,车型1,G5_448,G5,oriented,360,120,60,40,40,60,18,0,LWH,G5_447
T008,车型1,G5_449,G5,oriented,360,120,120,40,40,60,18,0,LWH,G5_448
T008,车型1,G5_450,G5,oriented,360,160,0,40,40,60,18,0,LWH,
T008,车型1,G5_451,G5,oriented,360,160,60,40,40,60,18,0,LWH,G5_450
T008,车型1,G5_452,G5,oriented,360,160,120,40,40,60,18,0,LWH,G5_451
T009,车型1,G5_153,G5,oriented,0,0,0,40,40,60,18,0,LWH,
T009,车型1,G5_154,G5,oriented,0,0,60,40,40,60,18,0,LWH,G5_153
T009,车型1,G5_155,G5,oriented,0,0,120,40,40,60,18,0,LWH,G5_154
T009,车型1,G5_156,G5,oriented,0,40,0,40,40,60,18,0,LWH,
T009,车型1,G5_157,G5,oriented,0,40,60,40,40,60,18,0,LWH,G5_156
T009,车型1,G5_158,G5,oriented,0,40,120,40,40,60,18,0,LWH,G5_157
T009,车型1,G5_159,G5,oriented,0,80,0,40,40,60,18,0,LWH,
T009,车型1,G5_160,G5,oriented,0,80,60,40,40,60,18,0,LWH,G5_159
T009,车型1,G5_161,G5,oriented,0,80,120,40,40,60,18,0,LWH,G5_160
T009,车型1,G5_162,G5,oriented,0,120,0,40,40,60,18,0,LWH,
T009,车型1,G5_163,G5,oriented,0,120,60,40,40,60,18,0,LWH,G5_162
T009,车型1,G5_164,G5,oriented,0,120,120,40,40,60,18,0,LWH,G5_163
T009,车型1,G5_165,G5,oriented,0,160,0,40,40,60,18,0,LWH,
T009,车型1,G5_166,G5,oriented,0,160,60,40,40,60,18,0,LWH,G5_165
T009,车型1,G5_167,G5,oriented,0,160,120,40,40,60,18,0,LWH,G5_166
T009,车型1,G5_168,G5,oriented,40,0,0,40,40,60,18,0,LWH,
T009,车型1,G5_169,G5,oriented,40,0,60,40,40,60,18,0,LWH,G5_168
T009,车型1,G5_170,G5,oriented,40,0,120,40,40,60,18,0,LWH,G5_169
T009,车型1,G5_171,G5,oriented,40,40,0,40,40,60,18,0,LWH,
T009,车型1,G5_172,G5,oriented,40,40,60,40,40,60,18,0,LWH,G5_171
T009,车型1,G5_173,G5,oriented,40,40,120,40,40,60,18,0,LWH,G5_172
T009,车型1,G5_174,G5,oriented,40,80,0,40,40,60,18,0,LWH,
T009,车型1,G5_175,G5,oriented,40,80,60,40,40,60,18,0,LWH,G5_174
T009,车型1,G5_176,G5,oriented,40,80,120,40,40,60,18,0,LWH,G5_175
T009,车型1,G5_177,G5,oriented,40,120,0,40,40,60,18,0,LWH,
T009,车型1,G5_178,G5,oriented,40,120,60,40,40,60,18,0,LWH,G5_177
T009,车型1,G5_179,G5,oriented,40,120,120,40,40,60,18,0,LWH,G5_178
T009,车型1,G5_180,G5,oriented,40,160,0,40,40,60,18,0,LWH,
T009,车型1,G5_181,G5,oriented,40,160,60,40,40,60,18,0,LWH,G5_180
T009,车型1,G5_182,G5,oriented,40,160,120,40,40,60,18,0,LWH,G5_181
T009,车型1,G5_183,G5,oriented,80,0,0,40,40,60,18,0,LWH,
T009,车型1,G5_184,G5,oriented,80,0,60,40,40,60,18,0,LWH,G5_183
T009,车型1,G5_185,G5,oriented,80,0,120,40,40,60,18,0,LWH,G5_184
T009,车型1,G5_186,G5,oriented,80,40,0,40,40,60,18,0,LWH,
T009,车型1,G5_187,G5,oriented,80,40,60,40,40,60,18,0,LWH,G5_186
T009,车型1,G5_188,G5,oriented,80,40,120,40,40,60,18,0,LWH,G5_187
T009,车型1,G5_189,G5,oriented,80,80,0,40,40,60,18,0,LWH,
T009,车型1,G5_190,G5,oriented,80,80,60,40,40,60,18,0,LWH,G5_189
T009,车型1,G5_191,G5,oriented,80,80,120,40,40,60,18,0,LWH,G5_190
T009,车型1,G5_192,G5,oriented,80,120,0,40,40,60,18,0,LWH,
T009,车型1,G5_193,G5,oriented,80,120,60,40,40,60,18,0,LWH,G5_192
T009,车型1,G5_194,G5,oriented,80,120,120,40,40,60,18,0,LWH,G5_193
T009,车型1,G5_195,G5,oriented,80,160,0,40,40,60,18,0,LWH,
T009,车型1,G5_196,G5,oriented,80,160,60,40,40,60,18,0,LWH,G5_195
T009,车型1,G5_197,G5,oriented,80,160,120,40,40,60,18,0,LWH,G5_196
T009,车型1,G5_198,G5,oriented,120,0,0,40,40,60,18,0,LWH,
T009,车型1,G5_199,G5,oriented,120,0,60,40,40,60,18,0,LWH,G5_198
T009,车型1,G5_200,G5,oriented,120,0,120,40,40,60,18,0,LWH,G5_199
T009,车型1,G5_201,G5,oriented,120,40,0,40,40,60,18,0,LWH,
T009,车型1,G5_202,G5,oriented,120,40,60,40,40,60,18,0,LWH,G5_201
T009,车型1,G5_203,G5,oriented,120,40,120,40,40,60,18,0,LWH,G5_202
T009,车型1,G5_204,G5,oriented,120,80,0,40,40,60,18,0,LWH,
T009,车型1,G5_205,G5,oriented,120,80,60,40,40,60,18,0,LWH,G5_204
T009,车型1,G5_206,G5,oriented,120,80,120,40,40,60,18,0,LWH,G5_205
T009,车型1,G5_207,G5,oriented,120,120,0,40,40,60,18,0,LWH,
T009,车型1,G5_208,G5,oriented,120,120,60,40,40,60,18,0,LWH,G5_207
T009,车型1,G5_209,G5,oriented,120,120,120,40,40,60,18,0,LWH,G5_208
T009,车型1,G5_210,G5,oriented,120,160,0,40,40,60,18,0,LWH,
T009,车型1,G5_211,G5,oriented,120,160,60,40,40,60,18,0,LWH,G5_210
T009,车型1,G5_212,G5,oriented,120,160,120,40,40,60,18,0,LWH,G5_211
T009,车型1,G5_213,G5,oriented,160,0,0,40,40,60,18,0,LWH,
T009,车型1,G5_214,G5,oriented,160,0,60,40,40,60,18,0,LWH,G5_213
T009,车型1,G5_215,G5,oriented,160,0,120,40,40,60,18,0,LWH,G5_214
T009,车型1,G5_216,G5,oriented,160,40,0,40,40,60,18,0,LWH,
T009,车型1,G5_217,G5,oriented,160,40,60,40,40,60,18,0,LWH,G5_216
T009,车型1,G5_218,G5,oriented,160,40,120,40,40,60,18,0,LWH,G5_217
T009,车型1,G5_219,G5,oriented,160,80,0,40,40,60,18,0,LWH,
T009,车型1,G5_220,G5,oriented,160,80,60,40,40,60,18,0,LWH,G5_219
T009,车型1,G5_221,G5,oriented,160,80,120,40,40,60,18,0,LWH,G5_220
T009,车型1,G5_222,G5,oriented,160,120,0,40,40,60,18,0,LWH,
T009,车型1,G5_223,G5,oriented,160,120,60,40,40,60,18,0,LWH,G5_222
T009,车型1,G5_224,G5,oriented,160,120,120,40,40,60,18,0,LWH,G5_223
T009,车型1,G5_225,G5,oriented,160,160,0,40,40,60,18,0,LWH,
T009,车型1,G5_226,G5,oriented,160,160,60,40,40,60,18,0,LWH,G5_225
T009,车型1,G5_227,G5,oriented,160,160,120,40,40,60,18,0,LWH,G5_226
T009,车型1,G5_228,G5,oriented,200,0,0,40,40,60,18,0,LWH,
T009,车型1,G5_229,G5,oriented,200,0,60,40,40,60,18,0,LWH,G5_228
T009,车型1,G5_230,G5,oriented,200,0,120,40,40,60,18,0,LWH,G5_229
T009,车型1,G5_231,G5,oriented,200,40,0,40,40,60,18,0,LWH,
T009,车型1,G5_232,G5,oriented,200,40,60,40,40,60,18,0,LWH,G5_231
T009,车型1,G5_233,G5,oriented,200,40,120,40,40,60,18,0,LWH,G5_232
T009,车型1,G5_234,G5,oriented,200,80,0,40,40,60,18,0,LWH,
T009,车型1,G5_235,G5,oriented,200,80,60,40,40,60,18,0,LWH,G5_234
T009,车型1,G5_236,G5,oriented,200,80,120,40,40,60,18,0,LWH,G5_235
T009,车型1,G5_237,G5,oriented,200,120,0,40,40,60,18,0,LWH,
T009,车型1,G5_238,G5,oriented,200,120,60,40,40,60,18,0,LWH,G5_237
T009,车型1,G5_239,G5,oriented,200,120,120,40,40,60,18,0,LWH,G5_238
T009,车型1,G5_240,G5,oriented,200,160,0,40,40,60,18,0,LWH,
T009,车型1,G5_241,G5,oriented,200,160,60,40,40,60,18,0,LWH,G5_240
T009,车型1,G5_242,G5,oriented,200,160,120,40,40,60,18,0,LWH,G5_241
T009,车型1,G5_243,G5,oriented,240,0,0,40,40,60,18,0,LWH,
T009,车型1,G5_244,G5,oriented,240,0,60,40,40,60,18,0,LWH,G5_243
T009,车型1,G5_245,G5,oriented,240,0,120,40,40,60,18,0,LWH,G5_244
T009,车型1,G5_246,G5,oriented,240,40,0,40,40,60,18,0,LWH,
T009,车型1,G5_247,G5,oriented,240,40,60,40,40,60,18,0,LWH,G5_246
T009,车型1,G5_248,G5,oriented,240,40,120,40,40,60,18,0,LWH,G5_247
T009,车型1,G5_249,G5,oriented,240,80,0,40,40,60,18,0,LWH,
T009,车型1,G5_250,G5,oriented,240,80,60,40,40,60,18,0,LWH,G5_249
T009,车型1,G5_251,G5,oriented,240,80,120,40,40,60,18,0,LWH,G5_250
T009,车型1,G5_252,G5,oriented,240,120,0,40,40,60,18,0,LWH,
T009,车型1,G5_253,G5,oriented,240,120,60,40,40,60,18,0,LWH,G5_252
T009,车型1,G5_254,G5,oriented,240,120,120,40,40,60,18,0,LWH,G5_253
T009,车型1,G5_255,G5,oriented,240,160,0,40,40,60,18,0,LWH,
T009,车型1,G5_256,G5,oriented,240,160,60,40,40,60,18,0,LWH,G5_255
T009,车型1,G5_257,G5,oriented,240,160,120,40,40,60,18,0,LWH,G5_256
T009,车型1,G5_258,G5,oriented,280,0,0,40,40,60,18,0,LWH,
T009,车型1,G5_259,G5,oriented,280,0,60,40,40,60,18,0,LWH,G5_258
T009,车型1,G5_260,G5,oriented,280,0,120,40,40,60,18,0,LWH,G5_259
T009,车型1,G5_261,G5,oriented,280,40,0,40,40,60,18,0,LWH,
T009,车型1,G5_262,G5,oriented,280,40,60,40,40,60,18,0,LWH,G5_261
T009,车型1,G5_263,G5,oriented,280,40,120,40,40,60,18,0,LWH,G5_262
T009,车型1,G5_264,G5,oriented,280,80,0,40,40,60,18,0,LWH,
T009,车型1,G5_265,G5,oriented,280,80,60,40,40,60,18,0,LWH,G5_264
T009,车型1,G5_266,G5,oriented,280,80,120,40,40,60,18,0,LWH,G5_265
T009,车型1,G5_267,G5,oriented,280,120,0,40,40,60,18,0,LWH,
T009,车型1,G5_268,G5,oriented,280,120,60,40,40,60,18,0,LWH,G5_267
T009,车型1,G5_269,G5,oriented,280,120,120,40,40,60,18,0,LWH,G5_268
T009,车型1,G5_270,G5,oriented,280,160,0,40,40,60,18,0,LWH,
T009,车型1,G5_271,G5,oriented,280,160,60,40,40,60,18,0,LWH,G5_270
T009,车型1,G5_272,G5,oriented,280,160,120,40,40,60,18,0,LWH,G5_271
T009,车型1,G5_273,G5,oriented,320,0,0,40,40,60,18,0,LWH,
T009,车型1,G5_274,G5,oriented,320,0,60,40,40,60,18,0,LWH,G5_273
T009,车型1,G5_275,G5,oriented,320,0,120,40,40,60,18,0,LWH,G5_274
T009,车型1,G5_276,G5,oriented,320,40,0,40,40,60,18,0,LWH,
T009,车型1,G5_277,G5,oriented,320,40,60,40,40,60,18,0,LWH,G5_276
T009,车型1,G5_278,G5,oriented,320,40,120,40,40,60,18,0,LWH,G5_277
T009,车型1,G5_279,G5,oriented,320,80,0,40,40,60,18,0,LWH,
T009,车型1,G5_280,G5,oriented,320,80,60,40,40,60,18,0,LWH,G5_279
T009,车型1,G5_281,G5,oriented,320,80,120,40,40,60,18,0,LWH,G5_280
T009,车型1,G5_282,G5,oriented,320,120,0,40,40,60,18,0,LWH,
T009,车型1,G5_283,G5,oriented,320,120,60,40,40,60,18,0,LWH,G5_282
T009,车型1,G5_284,G5,oriented,320,120,120,40,40,60,18,0,LWH,G5_283
T009,车型1,G5_285,G5,oriented,320,160,0,40,40,60,18,0,LWH,
T009,车型1,G5_286,G5,oriented,320,160,60,40,40,60,18,0,LWH,G5_285
T009,车型1,G5_287,G5,oriented,320,160,120,40,40,60,18,0,LWH,G5_286
T009,车型1,G5_288,G5,oriented,360,0,0,40,40,60,18,0,LWH,
T009,车型1,G5_289,G5,oriented,360,0,60,40,40,60,18,0,LWH,G5_288
T009,车型1,G5_290,G5,oriented,360,0,120,40,40,60,18,0,LWH,G5_289
T009,车型1,G5_291,G5,oriented,360,40,0,40,40,60,18,0,LWH,
T009,车型1,G5_292,G5,oriented,360,40,60,40,40,60,18,0,LWH,G5_291
T009,车型1,G5_293,G5,oriented,360,40,120,40,40,60,18,0,LWH,G5_292
T009,车型1,G5_294,G5,oriented,360,80,0,40,40,60,18,0,LWH,
T009,车型1,G5_295,G5,oriented,360,80,60,40,40,60,18,0,LWH,G5_294
T009,车型1,G5_296,G5,oriented,360,80,120,40,40,60,18,0,LWH,G5_295
T009,车型1,G5_297,G5,oriented,360,120,0,40,40,60,18,0,LWH,
T009,车型1,G5_298,G5,oriented,360,120,60,40,40,60,18,0,LWH,G5_297
T009,车型1,G5_299,G5,oriented,360,120,120,40,40,60,18,0,LWH,G5_298
T009,车型1,G5_300,G5,oriented,360,160,0,40,40,60,18,0,LWH,
T009,车型1,G5_301,G5,oriented,360,160,60,40,40,60,18,0,LWH,G5_300
T009,车型1,G5_302,G5,oriented,360,160,120,40,40,60,18,0,LWH,G5_301
T010,车型1,G5_003,G5,oriented,0,0,0,40,40,60,18,0,LWH,
T010,车型1,G5_004,G5,oriented,0,0,60,40,40,60,18,0,LWH,G5_003
T010,车型1,G5_005,G5,oriented,0,0,120,40,40,60,18,0,LWH,G5_004
T010,车型1,G5_006,G5,oriented,0,40,0,40,40,60,18,0,LWH,
T010,车型1,G5_007,G5,oriented,0,40,60,40,40,60,18,0,LWH,G5_006
T010,车型1,G5_008,G5,oriented,0,40,120,40,40,60,18,0,LWH,G5_007
T010,车型1,G5_009,G5,oriented,0,80,0,40,40,60,18,0,LWH,
T010,车型1,G5_010,G5,oriented,0,80,60,40,40,60,18,0,LWH,G5_009
T010,车型1,G5_011,G5,oriented,0,80,120,40,40,60,18,0,LWH,G5_010
T010,车型1,G5_012,G5,oriented,0,120,0,40,40,60,18,0,LWH,
T010,车型1,G5_013,G5,oriented,0,120,60,40,40,60,18,0,LWH,G5_012
T010,车型1,G5_014,G5,oriented,0,120,120,40,40,60,18,0,LWH,G5_013
T010,车型1,G5_015,G5,oriented,0,160,0,40,40,60,18,0,LWH,
T010,车型1,G5_016,G5,oriented,0,160,60,40,40,60,18,0,LWH,G5_015
T010,车型1,G5_017,G5,oriented,0,160,120,40,40,60,18,0,LWH,G5_016
T010,车型1,G5_018,G5,oriented,40,0,0,40,40,60,18,0,LWH,
T010,车型1,G5_019,G5,oriented,40,0,60,40,40,60,18,0,LWH,G5_018
T010,车型1,G5_020,G5,oriented,40,0,120,40,40,60,18,0,LWH,G5_019
T010,车型1,G5_021,G5,oriented,40,40,0,40,40,60,18,0,LWH,
T010,车型1,G5_022,G5,oriented,40,40,60,40,40,60,18,0,LWH,G5_021
T010,车型1,G5_023,G5,oriented,40,40,120,40,40,60,18,0,LWH,G5_022
T010,车型1,G5_024,G5,oriented,40,80,0,40,40,60,18,0,LWH,
T010,车型1,G5_025,G5,oriented,40,80,60,40,40,60,18,0,LWH,G5_024
T010,车型1,G5_026,G5,oriented,40,80,120,40,40,60,18,0,LWH,G5_025
T010,车型1,G5_027,G5,oriented,40,120,0,40,40,60,18,0,LWH,
T010,车型1,G5_028,G5,oriented,40,120,60,40,40,60,18,0,LWH,G5_027
T010,车型1,G5_029,G5,oriented,40,120,120,40,40,60,18,0,LWH,G5_028
T010,车型1,G5_030,G5,oriented,40,160,0,40,40,60,18,0,LWH,
T010,车型1,G5_031,G5,oriented,40,160,60,40,40,60,18,0,LWH,G5_030
T010,车型1,G5_032,G5,oriented,40,160,120,40,40,60,18,0,LWH,G5_031
T010,车型1,G5_033,G5,oriented,80,0,0,40,40,60,18,0,LWH,
T010,车型1,G5_034,G5,oriented,80,0,60,40,40,60,18,0,LWH,G5_033
T010,车型1,G5_035,G5,oriented,80,0,120,40,40,60,18,0,LWH,G5_034
T010,车型1,G5_036,G5,oriented,80,40,0,40,40,60,18,0,LWH,
T010,车型1,G5_037,G5,oriented,80,40,60,40,40,60,18,0,LWH,G5_036
T010,车型1,G5_038,G5,oriented,80,40,120,40,40,60,18,0,LWH,G5_037
T010,车型1,G5_039,G5,oriented,80,80,0,40,40,60,18,0,LWH,
T010,车型1,G5_040,G5,oriented,80,80,60,40,40,60,18,0,LWH,G5_039
T010,车型1,G5_041,G5,oriented,80,80,120,40,40,60,18,0,LWH,G5_040
T010,车型1,G5_042,G5,oriented,80,120,0,40,40,60,18,0,LWH,
T010,车型1,G5_043,G5,oriented,80,120,60,40,40,60,18,0,LWH,G5_042
T010,车型1,G5_044,G5,oriented,80,120,120,40,40,60,18,0,LWH,G5_043
T010,车型1,G5_045,G5,oriented,80,160,0,40,40,60,18,0,LWH,
T010,车型1,G5_046,G5,oriented,80,160,60,40,40,60,18,0,LWH,G5_045
T010,车型1,G5_047,G5,oriented,80,160,120,40,40,60,18,0,LWH,G5_046
T010,车型1,G5_048,G5,oriented,120,0,0,40,40,60,18,0,LWH,
T010,车型1,G5_049,G5,oriented,120,0,60,40,40,60,18,0,LWH,G5_048
T010,车型1,G5_050,G5,oriented,120,0,120,40,40,60,18,0,LWH,G5_049
T010,车型1,G5_051,G5,oriented,120,40,0,40,40,60,18,0,LWH,
T010,车型1,G5_052,G5,oriented,120,40,60,40,40,60,18,0,LWH,G5_051
T010,车型1,G5_053,G5,oriented,120,40,120,40,40,60,18,0,LWH,G5_052
T010,车型1,G5_054,G5,oriented,120,80,0,40,40,60,18,0,LWH,
T010,车型1,G5_055,G5,oriented,120,80,60,40,40,60,18,0,LWH,G5_054
T010,车型1,G5_056,G5,oriented,120,80,120,40,40,60,18,0,LWH,G5_055
T010,车型1,G5_057,G5,oriented,120,120,0,40,40,60,18,0,LWH,
T010,车型1,G5_058,G5,oriented,120,120,60,40,40,60,18,0,LWH,G5_057
T010,车型1,G5_059,G5,oriented,120,120,120,40,40,60,18,0,LWH,G5_058
T010,车型1,G5_060,G5,oriented,120,160,0,40,40,60,18,0,LWH,
T010,车型1,G5_061,G5,oriented,120,160,60,40,40,60,18,0,LWH,G5_060
T010,车型1,G5_062,G5,oriented,120,160,120,40,40,60,18,0,LWH,G5_061
T010,车型1,G5_063,G5,oriented,160,0,0,40,40,60,18,0,LWH,
T010,车型1,G5_064,G5,oriented,160,0,60,40,40,60,18,0,LWH,G5_063
T010,车型1,G5_065,G5,oriented,160,0,120,40,40,60,18,0,LWH,G5_064
T010,车型1,G5_066,G5,oriented,160,40,0,40,40,60,18,0,LWH,
T010,车型1,G5_067,G5,oriented,160,40,60,40,40,60,18,0,LWH,G5_066
T010,车型1,G5_068,G5,oriented,160,40,120,40,40,60,18,0,LWH,G5_067
T010,车型1,G5_069,G5,oriented,160,80,0,40,40,60,18,0,LWH,
T010,车型1,G5_070,G5,oriented,160,80,60,40,40,60,18,0,LWH,G5_069
T010,车型1,G5_071,G5,oriented,160,80,120,40,40,60,18,0,LWH,G5_070
T010,车型1,G5_072,G5,oriented,160,120,0,40,40,60,18,0,LWH,
T010,车型1,G5_073,G5,oriented,160,120,60,40,40,60,18,0,LWH,G5_072
T010,车型1,G5_074,G5,oriented,160,120,120,40,40,60,18,0,LWH,G5_073
T010,车型1,G5_075,G5,oriented,160,160,0,40,40,60,18,0,LWH,
T010,车型1,G5_076,G5,oriented,160,160,60,40,40,60,18,0,LWH,G5_075
T010,车型1,G5_077,G5,oriented,160,160,120,40,40,60,18,0,LWH,G5_076
T010,车型1,G5_078,G5,oriented,200,0,0,40,40,60,18,0,LWH,
T010,车型1,G5_079,G5,oriented,200,0,60,40,40,60,18,0,LWH,G5_078
T010,车型1,G5_080,G5,oriented,200,0,120,40,40,60,18,0,LWH,G5_079
T010,车型1,G5_081,G5,oriented,200,40,0,40,40,60,18,0,LWH,
T010,车型1,G5_082,G5,oriented,200,40,60,40,40,60,18,0,LWH,G5_081
T010,车型1,G5_083,G5,oriented,200,40,120,40,40,60,18,0,LWH,G5_082
T010,车型1,G5_084,G5,oriented,200,80,0,40,40,60,18,0,LWH,
T010,车型1,G5_085,G5,oriented,200,80,60,40,40,60,18,0,LWH,G5_084
T010,车型1,G5_086,G5,oriented,200,80,120,40,40,60,18,0,LWH,G5_085
T010,车型1,G5_087,G5,oriented,200,120,0,40,40,60,18,0,LWH,
T010,车型1,G5_088,G5,oriented,200,120,60,40,40,60,18,0,LWH,G5_087
T010,车型1,G5_089,G5,oriented,200,120,120,40,40,60,18,0,LWH,G5_088
T010,车型1,G5_090,G5,oriented,200,160,0,40,40,60,18,0,LWH,
T010,车型1,G5_091,G5,oriented,200,160,60,40,40,60,18,0,LWH,G5_090
T010,车型1,G5_092,G5,oriented,200,160,120,40,40,60,18,0,LWH,G5_091
T010,车型1,G5_093,G5,oriented,240,0,0,40,40,60,18,0,LWH,
T010,车型1,G5_094,G5,oriented,240,0,60,40,40,60,18,0,LWH,G5_093
T010,车型1,G5_095,G5,oriented,240,0,120,40,40,60,18,0,LWH,G5_094
T010,车型1,G5_096,G5,oriented,240,40,0,40,40,60,18,0,LWH,
T010,车型1,G5_097,G5,oriented,240,40,60,40,40,60,18,0,LWH,G5_096
T010,车型1,G5_098,G5,oriented,240,40,120,40,40,60,18,0,LWH,G5_097
T010,车型1,G5_099,G5,oriented,240,80,0,40,40,60,18,0,LWH,
T010,车型1,G5_100,G5,oriented,240,80,60,40,40,60,18,0,LWH,G5_099
T010,车型1,G5_101,G5,oriented,240,80,120,40,40,60,18,0,LWH,G5_100
T010,车型1,G5_102,G5,oriented,240,120,0,40,40,60,18,0,LWH,
T010,车型1,G5_103,G5,oriented,240,120,60,40,40,60,18,0,LWH,G5_102
T010,车型1,G5_104,G5,oriented,240,120,120,40,40,60,18,0,LWH,G5_103
T010,车型1,G5_105,G5,oriented,240,160,0,40,40,60,18,0,LWH,
T010,车型1,G5_106,G5,oriented,240,160,60,40,40,60,18,0,LWH,G5_105
T010,车型1,G5_107,G5,oriented,240,160,120,40,40,60,18,0,LWH,G5_106
T010,车型1,G5_108,G5,oriented,280,0,0,40,40,60,18,0,LWH,
T010,车型1,G5_109,G5,oriented,280,0,60,40,40,60,18,0,LWH,G5_108
T010,车型1,G5_110,G5,oriented,280,0,120,40,40,60,18,0,LWH,G5_109
T010,车型1,G5_111,G5,oriented,280,40,0,40,40,60,18,0,LWH,
T010,车型1,G5_112,G5,oriented,280,40,60,40,40,60,18,0,LWH,G5_111
