problem,vehicle_id,truck_name,item_id,type_id,category,x,y,z,length,width,height,weight,rotation,orientation_id,support_by
2.2,车型2_010,车型2,G2_车型2_010_0009,G2,standard,400,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_010,车型2,G1_车型2_010_0013,G1,standard,400,35,0,40,60,30,12.00,WLH,3,
2.2,车型2_010,车型2,G1_车型2_010_0014,G1,standard,400,95,0,40,60,30,12.00,WLH,3,
2.2,车型2_010,车型2,G5_车型2_010_0016,G5,oriented,400,155,0,40,40,60,18.00,LWH,1,
2.2,车型2_010,车型2,G2_车型2_010_0010,G2,standard,450,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_010,车型2,G2_车型2_010_0011,G2,standard,450,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_010,车型2,G3_车型2_010_0007,G3,fragile,450,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_010,车型2,G3_车型2_010_0008,G3,fragile,450,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_010,车型2,G2_车型2_010_0012,G2,standard,500,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_010,车型2,G1_车型2_010_0015,G1,standard,500,35,0,40,60,30,12.00,WLH,3,
2.2,车型2_010,车型2,G1_车型2_010_0016,G1,standard,500,95,0,40,60,30,12.00,WLH,3,
2.2,车型2_010,车型2,G5_车型2_010_0017,G5,oriented,500,155,0,40,40,60,18.00,LWH,1,
2.2,车型2_010,车型2,G4_车型2_010_0001,G4,oriented,550,0,0,80,60,50,25.00,LWH,1,
2.2,车型2_010,车型2,G4_车型2_010_0002,G4,oriented,550,60,0,80,60,50,25.00,LWH,1,
2.2,车型2_010,车型2,G4_车型2_010_0003,G4,oriented,550,120,0,80,60,50,25.00,LWH,1,
2.2,车型2_010,车型2,G4_车型2_010_0004,G4,oriented,550,180,0,80,60,50,25.00,LWH,1,
2.2,车型2_010,车型2,G2_车型2_010_0013,G2,standard,630,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_010,车型2,G1_车型2_010_0017,G1,standard,630,35,0,40,60,30,12.00,WLH,3,
2.2,车型2_010,车型2,G1_车型2_010_0018,G1,standard,630,95,0,40,60,30,12.00,WLH,3,
2.2,车型2_010,车型2,G5_车型2_010_0018,G5,oriented,630,155,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0001,G2,standard,0,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0002,G2,standard,0,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G3_车型2_011_0001,G3,fragile,0,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G3_车型2_011_0002,G3,fragile,0,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G1_车型2_011_0001,G1,standard,0,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_011,车型2,G2_车型2_011_0003,G2,standard,50,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0004,G2,standard,50,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G3_车型2_011_0003,G3,fragile,50,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G3_车型2_011_0004,G3,fragile,50,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G1_车型2_011_0002,G1,standard,50,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_011,车型2,G2_车型2_011_0005,G2,standard,100,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G1_车型2_011_0003,G1,standard,100,35,0,40,60,30,12.00,WLH,3,
2.2,车型2_011,车型2,G1_车型2_011_0004,G1,standard,100,95,0,40,60,30,12.00,WLH,3,
2.2,车型2_011,车型2,G5_车型2_011_0001,G5,oriented,100,155,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G5_车型2_011_0002,G5,oriented,100,195,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0006,G2,standard,150,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0007,G2,standard,150,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G3_车型2_011_0005,G3,fragile,150,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G3_车型2_011_0006,G3,fragile,150,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G1_车型2_011_0005,G1,standard,150,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_011,车型2,G2_车型2_011_0008,G2,standard,200,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0009,G2,standard,200,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G3_车型2_011_0007,G3,fragile,200,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G3_车型2_011_0008,G3,fragile,200,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G1_车型2_011_0006,G1,standard,200,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_011,车型2,G2_车型2_011_0010,G2,standard,250,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G1_车型2_011_0007,G1,standard,250,35,0,40,60,30,12.00,WLH,3,
2.2,车型2_011,车型2,G5_车型2_011_0003,G5,oriented,250,95,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G5_车型2_011_0004,G5,oriented,250,135,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G5_车型2_011_0005,G5,oriented,250,175,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G1_车型2_011_0008,G1,standard,250,215,0,40,30,60,12.00,WHL,4,
2.2,车型2_011,车型2,G2_车型2_011_0011,G2,standard,300,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0012,G2,standard,300,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G3_车型2_011_0009,G3,fragile,300,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G3_车型2_011_0010,G3,fragile,300,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G1_车型2_011_0009,G1,standard,300,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_011,车型2,G2_车型2_011_0013,G2,standard,350,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0014,G2,standard,350,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G3_车型2_011_0011,G3,fragile,350,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G3_车型2_011_0012,G3,fragile,350,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G1_车型2_011_0010,G1,standard,350,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_011,车型2,G2_车型2_011_0015,G2,standard,400,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G1_车型2_011_0011,G1,standard,400,35,0,40,60,30,12.00,WLH,3,
2.2,车型2_011,车型2,G1_车型2_011_0012,G1,standard,400,95,0,40,60,30,12.00,WLH,3,
2.2,车型2_011,车型2,G5_车型2_011_0006,G5,oriented,400,155,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G5_车型2_011_0007,G5,oriented,400,195,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0016,G2,standard,450,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0017,G2,standard,450,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G3_车型2_011_0013,G3,fragile,450,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G3_车型2_011_0014,G3,fragile,450,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_011,车型2,G1_车型2_011_0013,G1,standard,450,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_011,车型2,G2_车型2_011_0018,G2,standard,500,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0019,G2,standard,500,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G1_车型2_011_0014,G1,standard,500,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_011,车型2,G5_车型2_011_0008,G5,oriented,500,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G5_车型2_011_0009,G5,oriented,500,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G1_车型2_011_0015,G1,standard,500,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_011,车型2,G4_车型2_011_0001,G4,oriented,550,0,0,80,60,50,25.00,LWH,1,
2.2,车型2_011,车型2,G4_车型2_011_0002,G4,oriented,550,60,0,80,60,50,25.00,LWH,1,
2.2,车型2_011,车型2,G4_车型2_011_0003,G4,oriented,550,120,0,80,60,50,25.00,LWH,1,
2.2,车型2_011,车型2,G4_车型2_011_0004,G4,oriented,550,180,0,80,60,50,25.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0020,G2,standard,630,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G2_车型2_011_0021,G2,standard,630,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_011,车型2,G1_车型2_011_0016,G1,standard,630,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_011,车型2,G5_车型2_011_0010,G5,oriented,630,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G5_车型2_011_0011,G5,oriented,630,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_011,车型2,G1_车型2_011_0017,G1,standard,630,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0001,G2,standard,0,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0002,G2,standard,0,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G3_车型2_012_0001,G3,fragile,0,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_012,车型2,G3_车型2_012_0002,G3,fragile,0,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_012,车型2,G1_车型2_012_0001,G1,standard,0,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0003,G2,standard,50,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0004,G2,standard,50,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0002,G1,standard,50,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_012,车型2,G5_车型2_012_0001,G5,oriented,50,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G5_车型2_012_0002,G5,oriented,50,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0003,G1,standard,50,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0005,G2,standard,100,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0006,G2,standard,100,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0004,G1,standard,100,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_012,车型2,G5_车型2_012_0003,G5,oriented,100,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G5_车型2_012_0004,G5,oriented,100,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0005,G1,standard,100,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0007,G2,standard,150,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0008,G2,standard,150,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G3_车型2_012_0003,G3,fragile,150,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_012,车型2,G3_车型2_012_0004,G3,fragile,150,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_012,车型2,G1_车型2_012_0006,G1,standard,150,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0009,G2,standard,200,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0010,G2,standard,200,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0007,G1,standard,200,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_012,车型2,G5_车型2_012_0005,G5,oriented,200,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G5_车型2_012_0006,G5,oriented,200,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0008,G1,standard,200,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0011,G2,standard,250,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0012,G2,standard,250,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0009,G1,standard,250,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_012,车型2,G5_车型2_012_0007,G5,oriented,250,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G5_车型2_012_0008,G5,oriented,250,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0010,G1,standard,250,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0013,G2,standard,300,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0014,G2,standard,300,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G3_车型2_012_0005,G3,fragile,300,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_012,车型2,G3_车型2_012_0006,G3,fragile,300,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_012,车型2,G1_车型2_012_0011,G1,standard,300,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0015,G2,standard,350,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0016,G2,standard,350,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0012,G1,standard,350,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_012,车型2,G5_车型2_012_0009,G5,oriented,350,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G5_车型2_012_0010,G5,oriented,350,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0013,G1,standard,350,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0017,G2,standard,400,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0018,G2,standard,400,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0014,G1,standard,400,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_012,车型2,G5_车型2_012_0011,G5,oriented,400,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G5_车型2_012_0012,G5,oriented,400,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0015,G1,standard,400,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0019,G2,standard,450,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0020,G2,standard,450,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G3_车型2_012_0007,G3,fragile,450,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_012,车型2,G3_车型2_012_0008,G3,fragile,450,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_012,车型2,G1_车型2_012_0016,G1,standard,450,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_012,车型2,G2_车型2_012_0021,G2,standard,500,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0022,G2,standard,500,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0017,G1,standard,500,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_012,车型2,G5_车型2_012_0013,G5,oriented,500,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G5_车型2_012_0014,G5,oriented,500,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G4_车型2_012_0001,G4,oriented,550,0,0,80,60,50,25.00,LWH,1,
2.2,车型2_012,车型2,G4_车型2_012_0002,G4,oriented,550,60,0,80,60,50,25.00,LWH,1,
2.2,车型2_012,车型2,G4_车型2_012_0003,G4,oriented,550,120,0,80,60,50,25.00,LWH,1,
2.2,车型2_012,车型2,G4_车型2_012_0004,G4,oriented,550,180,0,80,60,50,25.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0023,G2,standard,630,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G2_车型2_012_0024,G2,standard,630,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_012,车型2,G1_车型2_012_0018,G1,standard,630,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_012,车型2,G5_车型2_012_0015,G5,oriented,630,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_012,车型2,G5_车型2_012_0016,G5,oriented,630,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0001,G2,standard,0,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0001,G1,standard,0,35,0,40,60,30,12.00,WLH,3,
2.2,车型2_013,车型2,G1_车型2_013_0002,G1,standard,0,95,0,40,60,30,12.00,WLH,3,
2.2,车型2_013,车型2,G5_车型2_013_0001,G5,oriented,0,155,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G5_车型2_013_0002,G5,oriented,0,195,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0002,G2,standard,50,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0003,G2,standard,50,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0003,G1,standard,50,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_013,车型2,G5_车型2_013_0003,G5,oriented,50,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G5_车型2_013_0004,G5,oriented,50,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0004,G1,standard,50,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_013,车型2,G2_车型2_013_0004,G2,standard,100,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0005,G2,standard,100,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G3_车型2_013_0001,G3,fragile,100,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_013,车型2,G3_车型2_013_0002,G3,fragile,100,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_013,车型2,G1_车型2_013_0005,G1,standard,100,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_013,车型2,G2_车型2_013_0006,G2,standard,150,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0007,G2,standard,150,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0006,G1,standard,150,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_013,车型2,G5_车型2_013_0005,G5,oriented,150,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G5_车型2_013_0006,G5,oriented,150,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0007,G1,standard,150,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_013,车型2,G2_车型2_013_0008,G2,standard,200,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0009,G2,standard,200,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0008,G1,standard,200,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_013,车型2,G5_车型2_013_0007,G5,oriented,200,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G5_车型2_013_0008,G5,oriented,200,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0009,G1,standard,200,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_013,车型2,G2_车型2_013_0010,G2,standard,250,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0011,G2,standard,250,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G3_车型2_013_0003,G3,fragile,250,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_013,车型2,G3_车型2_013_0004,G3,fragile,250,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_013,车型2,G1_车型2_013_0010,G1,standard,250,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_013,车型2,G2_车型2_013_0012,G2,standard,300,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0013,G2,standard,300,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0011,G1,standard,300,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_013,车型2,G5_车型2_013_0009,G5,oriented,300,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G5_车型2_013_0010,G5,oriented,300,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0012,G1,standard,300,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_013,车型2,G2_车型2_013_0014,G2,standard,350,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0015,G2,standard,350,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0013,G1,standard,350,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_013,车型2,G5_车型2_013_0011,G5,oriented,350,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G5_车型2_013_0012,G5,oriented,350,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0014,G1,standard,350,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_013,车型2,G2_车型2_013_0016,G2,standard,400,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0017,G2,standard,400,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G3_车型2_013_0005,G3,fragile,400,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_013,车型2,G3_车型2_013_0006,G3,fragile,400,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_013,车型2,G1_车型2_013_0015,G1,standard,400,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_013,车型2,G2_车型2_013_0018,G2,standard,450,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G2_车型2_013_0019,G2,standard,450,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_013,车型2,G1_车型2_013_0016,G1,standard,450,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_013,车型2,G5_车型2_013_0013,G5,oriented,450,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G5_车型2_013_0014,G5,oriented,450,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_013,车型2,G4_车型2_013_0001,G4,oriented,500,0,0,80,60,50,25.00,LWH,1,
2.2,车型2_013,车型2,G4_车型2_013_0002,G4,oriented,500,60,0,80,60,50,25.00,LWH,1,
2.2,车型2_013,车型2,G4_车型2_013_0003,G4,oriented,500,120,0,80,60,50,25.00,LWH,1,
2.2,车型2_013,车型2,G4_车型2_013_0004,G4,oriented,500,180,0,80,60,50,25.00,LWH,1,
2.2,车型2_013,车型2,G4_车型2_013_0005,G4,oriented,580,0,0,80,60,50,25.00,LWH,1,
2.2,车型2_013,车型2,G4_车型2_013_0006,G4,oriented,580,60,0,80,60,50,25.00,LWH,1,
2.2,车型2_013,车型2,G4_车型2_013_0007,G4,oriented,580,120,0,80,60,50,25.00,LWH,1,
2.2,车型2_013,车型2,G4_车型2_013_0008,G4,oriented,580,180,0,80,60,50,25.00,LWH,1,
2.2,车型2_014,车型2,G2_车型2_014_0001,G2,standard,0,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G2_车型2_014_0002,G2,standard,0,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G1_车型2_014_0001,G1,standard,0,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_014,车型2,G5_车型2_014_0001,G5,oriented,0,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_014,车型2,G5_车型2_014_0002,G5,oriented,0,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_014,车型2,G1_车型2_014_0002,G1,standard,0,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_014,车型2,G2_车型2_014_0003,G2,standard,50,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G2_车型2_014_0004,G2,standard,50,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G1_车型2_014_0003,G1,standard,50,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_014,车型2,G5_车型2_014_0003,G5,oriented,50,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_014,车型2,G5_车型2_014_0004,G5,oriented,50,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_014,车型2,G1_车型2_014_0004,G1,standard,50,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_014,车型2,G2_车型2_014_0005,G2,standard,100,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G2_车型2_014_0006,G2,standard,100,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G3_车型2_014_0001,G3,fragile,100,70,0,50,70,40,15.00,WLH,2,
2.2,车型2_014,车型2,G3_车型2_014_0002,G3,fragile,100,140,0,50,70,40,15.00,WLH,2,
2.2,车型2_014,车型2,G1_车型2_014_0005,G1,standard,100,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_014,车型2,G2_车型2_014_0007,G2,standard,150,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G2_车型2_014_0008,G2,standard,150,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G1_车型2_014_0006,G1,standard,150,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_014,车型2,G5_车型2_014_0005,G5,oriented,150,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_014,车型2,G5_车型2_014_0006,G5,oriented,150,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_014,车型2,G1_车型2_014_0007,G1,standard,150,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_014,车型2,G2_车型2_014_0009,G2,standard,200,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G2_车型2_014_0010,G2,standard,200,35,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G1_车型2_014_0008,G1,standard,200,70,0,40,60,30,12.00,WLH,3,
2.2,车型2_014,车型2,G5_车型2_014_0007,G5,oriented,200,130,0,40,40,60,18.00,LWH,1,
2.2,车型2_014,车型2,G5_车型2_014_0008,G5,oriented,200,170,0,40,40,60,18.00,LWH,1,
2.2,车型2_014,车型2,G1_车型2_014_0009,G1,standard,200,210,0,40,30,60,12.00,WHL,4,
2.2,车型2_014,车型2,G2_车型2_014_0011,G2,standard,250,0,0,50,35,25,8.00,LWH,1,
2.2,车型2_014,车型2,G2_车型2_014_0012,G2,standard,250,35,0,50,35,25,8.00,LWH,1,
